config_id,method,alpha,probe_budget_fraction,probe_budget_percentage,records,mean_total_pixels,mean_carrier_pixels,mean_used_pixels,mean_used_pixel_fraction,mean_used_pixel_percentage,mean_probe_budget_pixels,total_probe_budget_pixels,total_guessed_carrier_pixels,mean_guessed_carrier_pixels,mean_precision_hit_rate,mean_carrier_recall,mean_incremental_probe_pixels,mean_incremental_guessed_pixels,mean_incremental_precision_hit_rate,repeats,mean_sd_carrier_recall
suniward_alpha0p001,SUNIWARD,0.001,0.005,0.5,1000,262144.0,19.823,19.823,7.561874389648438e-05,0.007561874389648437,1311.0,1311000,42,0.28870000000000007,0.0002202135774218154,0.013606369892559074,1311.0,0.28870000000000007,0.0002202135774218154,10,0.02226334576965321
suniward_alpha0p001,SUNIWARD,0.001,0.01,1.0,1000,262144.0,19.823,19.823,7.561874389648438e-05,0.007561874389648437,2621.0,2621000,200,0.586,0.00022357878672262495,0.02761923433946347,1310.0,0.29729999999999995,0.00022694656488549616,10,0.03368806229612732
suniward_alpha0p001,SUNIWARD,0.001,0.02,2.0,1000,262144.0,19.823,19.823,7.561874389648438e-05,0.007561874389648437,5243.0,5243000,711,1.1708000000000003,0.00022330726683196642,0.05529404505733599,2622.0,0.5848,0.0002230358504958047,10,0.047419736114768914
suniward_alpha0p001,SUNIWARD,0.001,0.05,5.0,1000,262144.0,19.823,19.823,7.561874389648438e-05,0.007561874389648437,13107.0,13107000,2316,2.7699000000000003,0.0002113298237582971,0.13173132630550033,7864.0,1.5991,0.0002033443540183113,10,0.0692781183602281
suniward_alpha0p001,SUNIWARD,0.001,0.1,10.0,1000,262144.0,19.823,19.823,7.561874389648438e-05,0.007561874389648437,26214.0,26214000,4647,5.0931999999999995,0.00019429312581063554,0.24390448176728666,13107.0,2.3233,0.00017725642786297399,10,0.08611423972871836
suniward_alpha0p001,SUNIWARD,0.001,0.2,20.0,1000,262144.0,19.823,19.823,7.561874389648438e-05,0.007561874389648437,52429.0,52429000,8385,8.834299999999999,0.0001685002574910832,0.42831669671826594,26215.0,3.7411000000000003,0.00014270837306885374,10,0.09486403133700341
suniward_alpha0p001,SUNIWARD,0.001,0.3,30.0,1000,262144.0,19.823,19.823,7.561874389648438e-05,0.007561874389648437,78643.0,78643000,11169,11.6255,0.0001478262528133464,0.5689516009400172,26214.0,2.7912,0.00010647745479514765,10,0.09406712693020004
suniward_alpha0p001,SUNIWARD,0.001,0.4,40.0,1000,262144.0,19.823,19.823,7.561874389648438e-05,0.007561874389648437,104858.0,104858000,13365,13.804400000000001,0.00013164851513475367,0.6805508373818373,26215.0,2.1789,8.311653633415985e-05,10,0.08681587283316523
suniward_alpha0p001,SUNIWARD,0.001,0.5,50.0,1000,262144.0,19.823,19.823,7.561874389648438e-05,0.007561874389648437,131072.0,131072000,15071,15.523399999999999,0.00011843414306640624,0.7699017747319099,26214.0,1.719,6.557564660105287e-05,10,0.07725270242002039
suniward_alpha0p0025,SUNIWARD,0.0025,0.005,0.5,1000,262144.0,53.937,53.937,0.00020575332641601562,0.020575332641601562,1311.0,1311000,334,0.7476,0.0005702517162471396,0.013093429650929916,1311.0,0.7476,0.0005702517162471396,10,0.01410674530823256
